1419531895,99,94,
1419531897,100,92,
1419531899,100,91,
1419531901,100,91,
1419531903,100,91,MO
1419531905,100,91,MO
1419531907,100,94,
1419531909,100,96,MO
1419531911,100,98,
1419531913,100,100,
1419531915,100,101,MO
1419531917,100,102,MO
1419531919,100,103,
1419531921,100,102,
1419531923,100,99,
1419531925,100,97,
1419531927,100,98,
1419531929,100,100,
1419531931,100,99,
1419531933,100,96,
1419531935,100,96,
1419531937,100,99,
1419531939,100,101,
1419531941,100,101,MO
1419531943,100,104,
1419531945,100,105,MO
1419531947,100,109,MO
1419531949,100,108,
1419531951,100,104,
1419531953,100,100,
1419531955,100,99,
1419531957,100,97,
1419531959,100,95,
1419531961,100,96,
1419531963,100,94,
1419531965,100,93,
1419531967,100,92,
1419531969,100,92,
1419531971,100,91,
1419531973,100,91,
1419531975,100,92,
1419531977,100,91,
1419531979,100,91,
1419531981,100,92,
1419531983,100,91,
1419531985,100,96,
1419531987,100,98,
1419531989,100,95,
1419531991,100,94,
1419531993,100,92,
1419531995,100,93,
1419531997,100,93,
1419531999,100,93,
1419532001,100,94,
1419532003,100,96,
1419532005,100,97,
1419532007,100,98,
1419532009,100,96,
1419532011,100,95,
1419532013,100,95,
1419532015,100,95,
1419532017,100,95,
1419532019,100,93,
1419532021,100,92,
1419532023,100,93,
1419532025,100,92,
1419532027,100,92,
1419532029,100,93,
1419532031,100,93,
1419532033,100,93,
1419532035,100,94,
1419532037,100,95,
1419532039,100,94,
1419532041,100,96,
1419532043,100,98,
1419532045,100,98,
1419532047,100,97,
1419532049,100,98,MO
1419532051,100,101,
1419532053,100,101,
1419532055,100,98,
1419532057,100,99,
1419532059,100,98,
1419532061,100,97,
1419532063,100,96,
1419532065,100,97,
1419532067,100,96,
1419532069,100,98,
1419532071,100,100,
1419532073,100,102,
1419532075,100,104,
1419532077,100,106,
1419532079,100,106,
1419532081,100,106,
1419532083,100,105,
1419532085,100,102,
1419532087,100,98,
1419532089,100,97,
1419532091,100,96,
1419532093,100,93,
1419532095,100,93,
1419532097,100,93,
1419532099,100,92,
1419532101,100,93,
1419532103,100,94,
1419532105,100,95,
1419532107,100,95,
1419532109,100,96,
1419532111,100,97,
1419532113,100,94,
1419532115,100,95,
1419532117,100,96,
1419532119,100,96,
1419532121,100,95,
1419532123,100,93,
1419532125,100,94,
1419532127,100,96,
1419532129,100,94,
1419532131,100,93,
1419532133,100,94,
1419532135,100,96,
1419532137,100,96,
1419532139,100,98,
1419532141,100,99,
1419532143,100,100,
1419532145,100,98,
1419532147,100,97,
1419532149,100,96,
1419532151,100,96,
1419532153,100,97,
1419532155,100,95,
1419532157,100,93,
1419532159,100,93,
1419532161,100,94,
1419532163,100,93,
1419532165,100,94,
1419532167,100,97,
1419532169,100,94,
1419532171,100,94,
1419532173,100,93,
1419532175,100,93,
1419532177,100,94,
1419532179,100,94,
1419532181,100,94,
1419532183,100,94,
1419532185,100,93,
1419532187,100,99,
1419532189,100,99,
1419532191,100,99,
1419532193,100,98,
1419532195,100,96,
1419532197,100,96,
1419532199,100,98,
1419532201,100,98,
1419532203,100,97,
1419532205,100,96,
1419532207,99,98,
1419532209,98,101,
1419532211,97,102,
1419532213,97,103,
1419532215,98,103,
1419532217,99,101,
1419532219,100,99,
1419532221,100,98,
1419532223,100,97,
1419532225,100,96,
1419532227,100,94,
1419532229,100,95,
1419532231,100,95,
1419532233,100,96,
1419532235,100,94,
1419532237,100,94,
1419532239,100,97,
1419532241,100,100,
1419532243,100,99,
1419532245,100,100,
1419532247,100,97,
1419532249,100,99,
1419532251,100,97,
1419532253,100,97,
1419532255,100,98,
1419532257,100,99,
1419532259,100,97,
1419532261,100,95,
1419532263,100,96,
1419532265,100,96,
1419532267,100,95,
1419532269,100,95,
1419532271,100,94,
1419532273,100,93,
1419532275,100,94,
1419532277,100,93,
1419532279,100,93,
1419532281,100,94,
1419532283,100,93,
1419532285,100,94,
1419532287,100,94,
1419532289,100,93,
1419532291,100,92,
1419532293,100,93,
1419532295,100,94,
1419532297,100,93,
1419532299,100,94,
1419532301,100,96,
1419532303,100,95,
1419532305,100,96,
1419532307,100,95,
1419532309,100,93,
1419532311,100,93,
1419532313,100,94,
1419532315,100,97,
1419532317,100,99,
1419532319,100,100,
1419532321,100,102,
1419532323,100,102,
1419532325,99,102,
1419532327,99,102,
1419532329,99,101,
1419532331,100,100,
1419532333,100,98,
1419532335,100,97,
1419532337,100,98,MO
1419532339,100,100,
1419532341,100,99,
1419532343,100,96,
1419532345,100,95,
1419532347,100,95,
1419532349,100,93,
1419532351,100,93,
1419532353,100,98,
1419532355,100,102,
1419532357,100,104,MO
1419532359,100,108,
1419532361,100,105,
1419532363,100,103,
1419532365,100,102,
1419532367,100,102,
1419532369,100,102,
1419532371,100,104,
1419532373,100,104,
1419532375,100,104,
1419532377,100,105,
1419532379,100,102,
1419532381,100,103,
1419532383,99,106,
1419532385,100,107,
1419532387,99,108,
1419532389,99,108,
1419532391,100,106,
1419532393,99,105,
1419532395,99,107,
1419532397,96,107,
1419532399,96,105,
1419532401,96,104,
1419532403,97,104,
1419532405,98,104,
1419532407,99,105,
1419532409,99,104,
1419532411,99,106,
1419532413,99,106,
1419532415,99,106,
1419532417,99,108,
1419532419,100,105,
1419532421,100,103,
1419532423,100,101,
1419532425,100,102,
1419532427,100,102,
1419532429,100,101,
1419532431,99,103,
1419532433,99,103,
1419532435,98,103,
1419532437,98,104,
1419532439,97,105,
1419532441,97,104,
1419532443,98,104,
1419532445,98,102,
1419532447,98,102,MO
1419532449,98,101,
1419532451,99,106,
1419532453,99,106,
1419532455,99,103,
1419532457,99,103,
1419532459,100,107,
1419532461,100,108,
1419532463,100,107,
1419532465,100,106,MO
1419532467,100,104,
1419532469,100,105,
1419532471,100,105,
1419532473,100,102,
1419532475,99,99,
1419532477,99,97,
1419532479,99,94,
1419532481,99,93,
1419532483,99,94,MO
1419532485,99,96,
1419532487,99,97,
1419532489,98,97,
1419532491,96,97,
1419532493,96,96,
1419532495,96,97,
1419532497,96,101,
1419532499,97,102,
1419532501,98,101,
1419532503,100,101,
1419532505,99,102,
1419532507,99,101,
1419532509,99,100,
1419532511,100,97,
1419532513,100,94,
1419532515,100,94,
1419532517,100,90,
1419532519,100,88,
1419532521,100,90,
1419532523,100,93,
1419532525,100,94,
1419532527,100,96,
1419532529,100,98,
1419532531,100,101,
1419532533,100,100,
1419532535,100,98,
1419532537,100,100,
1419532539,100,100,
1419532541,100,101,
1419532543,100,102,MO
1419532545,100,103,
1419532547,100,101,
1419532549,100,98,
1419532551,100,96,
1419532553,100,94,
1419532555,100,93,
1419532557,99,94,
1419532559,99,97,
1419532561,99,100,
1419532563,99,99,
1419532565,99,97,
1419532567,100,96,
1419532569,100,94,
1419532571,100,93,
1419532573,100,92,
1419532575,100,91,
1419532577,100,93,
1419532579,100,94,
1419532581,100,95,
1419532583,100,96,
1419532585,100,95,
1419532587,100,95,MO
1419532589,100,98,
1419532591,100,98,MO
1419532593,100,99,
1419532595,100,99,
1419532597,100,99,
1419532599,100,97,
1419532601,100,95,
1419532603,100,95,
1419532605,100,96,
1419532607,100,97,
1419532609,100,97,
1419532611,100,96,
1419532613,100,95,
1419532615,100,95,
1419532617,100,95,
1419532619,100,96,
1419532621,100,98,
1419532623,100,98,
1419532625,100,97,
1419532627,100,95,
1419532629,100,96,
1419532631,100,97,
1419532633,100,101,
1419532635,100,102,
1419532637,100,102,
1419532639,100,101,
1419532641,100,100,
1419532643,100,99,
1419532645,100,100,
1419532647,100,100,
1419532649,100,102,
1419532651,100,101,
1419532653,100,101,MO
1419532655,100,96,
1419532657,100,93,
1419532659,99,90,
1419532661,99,91,
1419532663,98,92,
1419532665,98,93,
1419532667,99,94,
1419532669,99,93,
1419532671,100,94,MO
1419532673,100,96,
1419532675,100,97,
1419532677,100,97,
1419532679,100,95,
1419532681,100,95,
1419532683,100,95,
1419532685,100,96,MO
1419532687,100,96,
1419532689,100,99,
1419532691,99,98,
1419532693,99,99,
1419532695,100,99,
1419532697,100,98,
1419532699,100,97,
1419532701,100,97,
1419532703,100,96,
1419532705,100,95,
1419532707,100,95,
1419532709,100,92,
1419532711,100,93,
1419532713,100,93,
1419532715,100,92,
1419532717,100,92,
1419532719,100,93,
1419532721,100,95,
1419532723,100,94,
1419532725,100,95,
1419532727,100,94,
1419532729,100,94,
1419532731,100,96,
1419532733,100,96,MO
1419532735,100,97,MO
1419532737,100,99,
1419532739,100,98,
1419532741,100,99,MO
1419532743,100,99,MO
1419532745,99,99,MO
1419532747,99,98,
1419532749,99,98,
1419532751,99,99,
1419532753,99,100,
1419532755,99,100,
1419532757,99,102,
1419532759,98,103,
1419532761,97,101,
1419532763,98,102,MO
1419532765,98,101,
1419532767,99,101,
1419532769,100,97,
1419532771,100,96,
1419532773,100,96,
1419532775,100,97,
1419532777,100,94,
1419532779,100,95,
1419532781,100,96,
1419532783,100,95,
1419532785,100,96,
1419532787,100,95,
1419532789,100,95,
1419532791,100,96,
1419532793,100,98,
1419532795,100,100,
1419532797,100,100,
1419532799,100,99,
1419532801,100,98,
1419532803,100,98,
1419532805,100,96,
1419532807,100,98,
1419532809,100,98,
1419532811,100,96,
1419532813,100,99,
1419532815,100,101,
1419532817,100,99,
1419532819,100,100,
1419532821,100,101,
1419532823,100,102,
1419532825,100,104,
1419532827,100,104,
1419532829,100,102,
1419532831,100,101,
1419532833,100,100,
1419532835,100,98,
1419532837,100,101,
1419532839,100,101,
1419532841,100,98,
1419532843,100,98,
1419532845,100,98,
1419532847,100,98,
1419532849,100,97,
1419532851,100,96,
1419532853,100,97,
1419532855,100,99,MO
1419532857,100,100,
1419532859,100,100,
1419532861,100,100,
1419532863,100,100,
1419532865,100,101,
1419532867,100,101,
1419532869,100,102,
1419532871,100,102,
1419532873,100,101,
1419532875,100,102,
1419532877,100,105,
1419532879,100,106,
1419532881,100,102,
1419532883,100,102,
1419532885,100,104,
1419532887,100,102,
1419532889,100,103,
1419532891,100,103,
1419532893,100,104,MO
1419532895,100,105,
1419532897,100,105,MO
1419532899,100,104,
1419532901,100,102,MO
1419532903,100,103,
1419532905,99,103,
1419532907,100,102,
1419532909,100,100,
1419532911,100,99,
1419532913,100,99,
1419532915,100,100,
1419532917,100,102,
1419532919,100,102,
1419532921,100,100,
1419532923,100,104,
1419532925,100,109,MO
1419532927,99,108,MO
1419532929,98,106,
1419532931,98,104,
1419532933,98,107,
1419532935,98,105,
1419532937,98,104,MO
1419532939,99,104,MO
1419532941,98,104,MO
1419532943,98,104,
1419532945,99,106,MO
1419532947,99,110,
1419532949,100,109,MO
1419532951,100,112,
1419532953,100,110,
1419532955,100,107,
1419532957,100,104,
1419532959,100,103,
1419532961,100,101,MO
1419532963,100,103,
1419532965,100,100,
1419532967,100,100,
1419532969,100,100,
1419532971,100,100,
1419532973,100,100,
1419532975,100,101,
1419532977,100,103,
1419532979,100,102,
1419532981,100,101,
1419532983,100,101,
1419532985,100,100,
1419532987,100,105,
1419532989,100,103,
1419532991,100,103,
1419532993,100,101,
1419532995,99,101,
1419532997,100,100,
1419532999,100,101,
1419533001,100,99,
1419533003,100,100,
1419533005,100,101,
1419533007,100,102,
1419533009,100,102,
1419533011,100,103,
1419533013,100,102,
1419533015,100,101,MO
1419533017,100,101,MO
1419533019,100,102,
1419533021,100,103,
1419533023,100,101,
1419533025,100,101,
1419533027,100,103,
1419533029,100,102,
1419533031,100,102,
1419533033,100,102,
1419533035,100,103,
1419533037,100,103,
1419533039,100,104,
1419533041,100,104,
1419533043,100,104,
1419533045,100,104,
1419533047,100,104,
1419533049,100,104,
1419533051,100,105,
1419533053,99,105,
1419533055,99,105,
1419533057,99,105,
1419533059,99,106,
1419533061,99,106,
1419533063,99,104,
1419533065,100,106,
1419533067,100,106,
1419533069,100,103,
1419533071,100,105,
1419533073,100,106,
1419533075,99,102,
1419533077,100,101,
1419533079,100,100,
1419533081,100,99,
1419533083,100,100,
1419533085,100,99,
1419533087,100,99,
1419533089,100,100,
1419533091,100,99,
1419533093,100,98,MO
1419533095,100,99,
1419533097,100,100,
1419533099,100,100,
1419533101,100,100,
1419533103,100,100,MO
1419533105,100,102,MO
1419533107,100,103,
1419533109,100,100,
1419533111,100,100,
1419533113,100,100,
1419533115,100,101,
1419533117,100,99,MO
1419533119,100,101,
1419533121,100,100,
1419533123,100,100,
1419533125,100,99,
1419533127,100,99,
1419533129,100,99,
1419533131,100,102,
1419533133,100,103,
1419533135,100,104,
1419533137,100,104,
1419533139,100,103,
1419533141,100,103,
1419533143,100,103,
1419533145,100,104,
1419533147,100,102,
1419533149,100,103,MO
1419533151,100,102,
1419533153,100,106,
1419533155,100,105,
1419533157,100,105,
1419533159,100,105,
1419533161,100,105,
1419533163,100,108,
1419533165,100,109,
1419533167,100,108,
1419533169,100,109,MO
1419533171,100,108,
1419533173,100,107,
1419533175,100,104,
1419533177,100,102,
1419533179,100,99,
1419533181,100,99,
1419533183,100,99,
1419533185,100,98,
1419533187,100,98,
1419533189,100,99,
1419533191,100,99,
1419533193,100,100,MO
1419533195,100,100,
1419533197,100,100,
1419533199,100,102,
1419533201,100,104,
1419533203,100,105,
1419533205,100,105,
1419533207,100,106,
1419533209,100,106,
1419533211,100,108,
1419533213,98,110,MO
1419533215,98,112,
1419533217,97,109,
1419533219,97,107,
1419533221,97,105,
1419533223,98,105,
1419533225,99,104,
1419533227,100,104,
1419533229,100,103,
1419533231,100,104,
1419533233,100,105,
1419533235,99,106,
1419533237,99,106,
1419533239,99,106,
1419533241,100,106,
1419533243,100,105,
1419533245,100,107,MO
1419533247,100,107,
1419533249,100,108,
1419533251,100,107,
1419533253,100,105,
1419533255,100,105,
1419533257,100,104,
1419533259,100,102,
1419533261,100,102,
1419533263,100,102,
1419533265,100,101,MO
1419533267,100,103,
1419533269,100,104,
1419533271,100,104,
1419533273,100,103,
1419533275,100,101,
1419533277,100,101,
1419533279,100,102,
1419533281,99,104,
1419533283,99,105,
1419533285,99,108,
1419533287,100,108,
1419533289,100,107,
1419533291,100,108,
1419533293,100,109,
1419533295,100,108,
1419533297,100,107,
1419533299,100,107,
1419533301,100,108,MO
1419533303,100,105,
1419533305,100,106,
1419533307,100,103,
1419533309,100,101,
1419533311,100,101,MO
1419533313,100,101,
1419533315,100,101,
1419533317,100,102,
1419533319,100,102,MO
1419533321,100,104,
1419533323,100,106,
1419533325,100,105,
1419533327,100,104,
1419533329,100,104,
1419533331,100,103,
1419533333,100,106,
1419533335,100,108,
1419533337,100,110,
1419533339,100,111,
1419533341,100,111,
1419533343,100,110,
1419533345,100,109,
1419533347,100,107,MO
1419533349,100,110,
1419533351,100,107,
1419533353,100,106,
1419533355,100,107,
1419533357,100,106,
1419533359,100,105,
1419533361,100,104,
1419533363,100,103,
1419533365,100,103,
1419533367,100,104,
1419533369,100,104,
1419533371,100,103,
1419533373,100,104,
1419533375,98,105,
1419533377,97,105,
1419533379,99,105,
